x, t, v, 40 , 160
0,0,1
0,0.03125,0.999512
0,0.0625,0.998048
0,0.09375,0.995609
0,0.125,0.992198
0,0.15625,0.987818
0,0.1875,0.982473
0,0.21875,0.976169
0,0.25,0.968912
0,0.28125,0.960709
0,0.3125,0.951568
0,0.34375,0.941497
0,0.375,0.930508
0,0.40625,0.918609
0,0.4375,0.905814
0,0.46875,0.892134
0,0.5,0.877583
0,0.53125,0.862174
0,0.5625,0.845924
0,0.59375,0.828848
0,0.625,0.810963
0,0.65625,0.792286
0,0.6875,0.772835
0,0.71875,0.752629
0,0.75,0.731689
0,0.78125,0.710034
0,0.8125,0.687686
0,0.84375,0.664666
0,0.875,0.640997
0,0.90625,0.616702
0,0.9375,0.591805
0,0.96875,0.56633
0,1,0.540302
0,1.03125,0.513747
0,1.0625,0.48669
0,1.09375,0.459157
0,1.125,0.431177
0,1.15625,0.402775
0,1.1875,0.37398
0,1.21875,0.344819
0,1.25,0.315322
0,1.28125,0.285517
0,1.3125,0.255434
0,1.34375,0.225101
0,1.375,0.194548
0,1.40625,0.163805
0,1.4375,0.132902
0,1.46875,0.101869
0,1.5,0.0707372
0,1.53125,0.039536
0,1.5625,0.00829623
0,1.59375,-0.0229517
0,1.625,-0.0541771
0,1.65625,-0.0853497
0,1.6875,-0.116439
0,1.71875,-0.147414
0,1.75,-0.178246
0,1.78125,-0.208904
0,1.8125,-0.239357
0,1.84375,-0.269577
0,1.875,-0.299534
0,1.90625,-0.329198
0,1.9375,-0.35854
0,1.96875,-0.387533
0,2,-0.416147
0,2.03125,-0.444355
0,2.0625,-0.472128
0,2.09375,-0.499441
0,2.125,-0.526266
0,2.15625,-0.552578
0,2.1875,-0.578349
0,2.21875,-0.603556
0,2.25,-0.628174
0,2.28125,-0.652178
0,2.3125,-0.675545
0,2.34375,-0.698253
0,2.375,-0.720278
0,2.40625,-0.741601
0,2.4375,-0.762199
0,2.46875,-0.782053
0,2.5,-0.801144
0,2.53125,-0.819452
0,2.5625,-0.83696
0,2.59375,-0.85365
0,2.625,-0.869507
0,2.65625,-0.884515
0,2.6875,-0.898659
0,2.71875,-0.911926
0,2.75,-0.924302
0,2.78125,-0.935776
0,2.8125,-0.946336
0,2.84375,-0.955972
0,2.875,-0.964674
0,2.90625,-0.972434
0,2.9375,-0.979245
0,2.96875,-0.9851
0,3,-0.989992
0,3.03125,-0.993918
0,3.0625,-0.996874
0,3.09375,-0.998856
0,3.125,-0.999862
0,3.15625,-0.999893
0,3.1875,-0.998946
0,3.21875,-0.997025
0,3.25,-0.99413
0,3.28125,-0.990264
0,3.3125,-0.985431
0,3.34375,-0.979636
0,3.375,-0.972884
0,3.40625,-0.965182
0,3.4375,-0.956538
0,3.46875,-0.94696
0,3.5,-0.936457
