x, t, v, 320 , 40
0,0,1
0,0.125,0.992198
0,0.25,0.968912
0,0.375,0.930508
0,0.5,0.877583
0,0.625,0.810963
0,0.75,0.731689
0,0.875,0.640997
0,1,0.540302
0,1.125,0.431177
0,1.25,0.315322
0,1.375,0.194548
0,1.5,0.0707372
0,1.625,-0.0541771
0,1.75,-0.178246
0,1.875,-0.299534
0,2,-0.416147
0,2.125,-0.526266
0,2.25,-0.628174
0,2.375,-0.720278
0,2.5,-0.801144
0,2.625,-0.869507
0,2.75,-0.924302
0,2.875,-0.964674
0,3,-0.989992
0,3.125,-0.999862
0,3.25,-0.99413
0,3.375,-0.972884
0,3.5,-0.936457
0,3.625,-0.885416
0,3.75,-0.820559
0,3.875,-0.742898
0,4,-0.653644
0,4.125,-0.55419
0,4.25,-0.446087
0,4.375,-0.331024
0,4.5,-0.210796
0,4.625,-0.0872778
0,4.75,0.0376022
0,4.875,0.161895
0,5,0.283662
0.003125,0,0.99999
0.003125,0.125,0.991007
0.003125,0.25,0.968655
0.003125,0.375,0.931012
0.003125,0.5,0.878236
0.003125,0.625,0.811111
0.003125,0.75,0.730848
0.003125,0.875,0.638985
0.003125,1,0.537295
0.003125,1.125,0.427669
0.003125,1.25,0.312014
0.003125,1.375,0.192175
0.003125,1.5,0.0698968
0.003125,1.625,-0.0531742
0.003125,1.75,-0.17545
0.003125,1.875,-0.295345
0.003125,2,-0.411223
0.003125,2.125,-0.521362
0.003125,2.25,-0.623963
0.003125,2.375,-0.717197
0.003125,2.5,-0.79929
0.003125,2.625,-0.868626
0.003125,2.75,-0.923857
0.003125,2.875,-0.963988
0.003125,3,-0.988428
0.003125,3.125,-0.996984
0.003125,3.25,-0.989824
0.003125,3.375,-0.9674
0.003125,3.5,-0.930353
0.003125,3.625,-0.879437
0.003125,3.75,-0.815463
0.003125,3.875,-0.739278
0.003125,4,-0.651795
0.003125,4.125,-0.554043
0.003125,4.25,-0.447233
0.003125,4.375,-0.332817
0.003125,4.5,-0.212519
0.003125,4.625,-0.0883193
0.003125,4.75,0.0375964
0.003125,4.875,0.162936
0.003125,5,0.285415
0.00625,0,0.999961
0.00625,0.125,0.989813
0.00625,0.25,0.968394
0.00625,0.375,0.931513
0.00625,0.5,0.878885
0.00625,0.625,0.811256
0.00625,0.75,0.730003
0.00625,0.875,0.636969
0.00625,1,0.534283
0.00625,1.125,0.424156
0.00625,1.25,0.3087
0.00625,1.375,0.189798
0.00625,1.5,0.0690515
0.00625,1.625,-0.0521761
0.00625,1.75,-0.172659
0.00625,1.875,-0.291162
0.00625,2,-0.406304
0.00625,2.125,-0.516462
0.00625,2.25,-0.619757
0.00625,2.375,-0.714121
0.00625,2.5,-0.79744
0.00625,2.625,-0.867748
0.00625,2.75,-0.923415
0.00625,2.875,-0.963306
0.00625,3,-0.986866
0.00625,3.125,-0.994107
0.00625,3.25,-0.985521
0.00625,3.375,-0.961917
0.00625,3.5,-0.924251
0.00625,3.625,-0.87346
0.00625,3.75,-0.810367
0.00625,3.875,-0.735659
0.00625,4,-0.649947
0.00625,4.125,-0.553896
0.00625,4.25,-0.448378
0.00625,4.375,-0.33461
0.00625,4.5,-0.214241
0.00625,4.625,-0.0893608
0.00625,4.75,0.0375907
0.00625,4.875,0.163977
0.00625,5,0.287167
0.009375,0,0.999912
0.009375,0.125,0.988617
0.009375,0.25,0.968131
0.009375,0.375,0.93201
0.009375,0.5,0.879531
0.009375,0.625,0.811396
0.009375,0.75,0.729154
0.009375,0.875,0.634949
0.009375,1,0.531267
0.009375,1.125,0.420639
0.009375,1.25,0.305382
0.009375,1.375,0.187415
0.009375,1.5,0.0682013
0.009375,1.625,-0.051183
0.009375,1.75,-0.169873
0.009375,1.875,-0.286984
0.009375,2,-0.401389
0.009375,2.125,-0.511566
0.009375,2.25,-0.615555
0.009375,2.375,-0.711048
0.009375,2.5,-0.795595
0.009375,2.625,-0.866874
0.009375,2.75,-0.922976
0.009375,2.875,-0.962627
0.009375,3,-0.985307
0.009375,3.125,-0.991234
0.009375,3.25,-0.98122
0.009375,3.375,-0.956437
0.009375,3.5,-0.91815
0.009375,3.625,-0.867484
0.009375,3.75,-0.805273
0.009375,3.875,-0.73204
0.009375,4,-0.6481
0.009375,4.125,-0.553751
0.009375,4.25,-0.449524
0.009375,4.375,-0.336403
0.009375,4.5,-0.215964
0.009375,4.625,-0.0904023
0.009375,4.75,0.037585
0.009375,4.875,0.165017
0.009375,5,0.28892
0.0125,0,0.999844
0.0125,0.125,0.987417
0.0125,0.25,0.967864
0.0125,0.375,0.932504
0.0125,0.5,0.880173
0.0125,0.625,0.811533
0.0125,0.75,0.7283
0.0125,0.875,0.632924
0.0125,1,0.528246
0.0125,1.125,0.417118
0.0125,1.25,0.302059
0.0125,1.375,0.185028
0.0125,1.5,0.0673463
0.0125,1.625,-0.0501947
0.0125,1.75,-0.167091
0.0125,1.875,-0.28281
0.0125,2,-0.396479
0.0125,2.125,-0.506675
0.0125,2.25,-0.611358
0.0125,2.375,-0.70798
0.0125,2.5,-0.793754
0.0125,2.625,-0.866004
0.0125,2.75,-0.922541
0.0125,2.875,-0.961951
0.0125,3,-0.983751
0.0125,3.125,-0.988363
0.0125,3.25,-0.976921
0.0125,3.375,-0.950958
0.0125,3.5,-0.912052
0.0125,3.625,-0.861509
0.0125,3.75,-0.80018
0.0125,3.875,-0.728423
0.0125,4,-0.646253
0.0125,4.125,-0.553606
0.0125,4.25,-0.45067
0.0125,4.375,-0.338196
0.0125,4.5,-0.217687
0.0125,4.625,-0.0914438
0.0125,4.75,0.0375793
0.0125,4.875,0.166058
0.0125,5,0.290672
0.015625,0,0.999756
0.015625,0.125,0.986214
0.015625,0.25,0.967594
0.015625,0.375,0.932995
0.015625,0.5,0.880811
0.015625,0.625,0.811665
0.015625,0.75,0.727442
0.015625,0.875,0.630895
0.015625,1,0.52522
0.015625,1.125,0.413591
0.015625,1.25,0.298732
0.015625,1.375,0.182636
0.015625,1.5,0.0664864
0.015625,1.625,-0.0492112
0.015625,1.75,-0.164315
0.015625,1.875,-0.278641
0.015625,2,-0.391574
0.015625,2.125,-0.501789
0.015625,2.25,-0.607165
0.015625,2.375,-0.704916
0.015625,2.5,-0.791916
0.015625,2.625,-0.865138
0.015625,2.75,-0.92211
0.015625,2.875,-0.961278
0.015625,3,-0.982198
0.015625,3.125,-0.985494
0.015625,3.25,-0.972624
0.015625,3.375,-0.945482
0.015625,3.5,-0.905955
0.015625,3.625,-0.855536
0.015625,3.75,-0.795088
0.015625,3.875,-0.724807
0.015625,4,-0.644408
0.015625,4.125,-0.553461
0.015625,4.25,-0.451817
0.015625,4.375,-0.33999
0.015625,4.5,-0.219411
0.015625,4.625,-0.0924853
0.015625,4.75,0.0375737
0.015625,4.875,0.167099
0.015625,5,0.292425
0.01875,0,0.999648
0.01875,0.125,0.985008
0.01875,0.25,0.96732
0.01875,0.375,0.933481
0.01875,0.5,0.881445
0.01875,0.625,0.811793
0.01875,0.75,0.72658
0.01875,0.875,0.628861
0.01875,1,0.52219
0.01875,1.125,0.410059
0.01875,1.25,0.295399
0.01875,1.375,0.180239
0.01875,1.5,0.0656216
0.01875,1.625,-0.0482326
0.01875,1.75,-0.161543
0.01875,1.875,-0.274477
0.01875,2,-0.386674
0.01875,2.125,-0.496908
0.01875,2.25,-0.602977
0.01875,2.375,-0.701857
0.01875,2.5,-0.790084
0.01875,2.625,-0.864276
0.01875,2.75,-0.921682
0.01875,2.875,-0.960609
0.01875,3,-0.980647
0.01875,3.125,-0.982628
0.01875,3.25,-0.96833
0.01875,3.375,-0.940008
0.01875,3.5,-0.899859
0.01875,3.625,-0.849564
0.01875,3.75,-0.789997
0.01875,3.875,-0.721192
0.01875,4,-0.642563
0.01875,4.125,-0.553317
0.01875,4.25,-0.452964
0.01875,4.375,-0.341783
0.01875,4.5,-0.221134
0.01875,4.625,-0.0935268
0.01875,4.75,0.0375683
0.01875,4.875,0.16814
0.01875,5,0.294177
0.021875,0,0.999521
0.021875,0.125,0.983798
0.021875,0.25,0.967043
